date,time,batteryVoltage,batteryCurrent,panelVoltage,panelPower
25/3/2015,11:15:30 AM,25580,1000,36860,26
25/3/2015,11:15:30 AM,25580,1000,36600,26
25/3/2015,11:15:31 AM,25590,1000,36590,26
25/3/2015,11:15:31 AM,25610,1000,36630,26
25/3/2015,11:15:32 AM,25640,1000,36560,26
25/3/2015,11:15:32 AM,25640,1000,36660,26
25/3/2015,11:15:33 AM,25640,1000,36730,26
25/3/2015,11:15:33 AM,25640,1000,36670,26
25/3/2015,11:15:34 AM,25650,1000,36650,26
25/3/2015,11:15:34 AM,25660,1000,34730,27
25/3/2015,11:15:35 AM,25670,1000,34310,27
25/3/2015,11:15:35 AM,25700,1000,33830,28
25/3/2015,11:15:36 AM,25700,1000,32580,28
25/3/2015,11:15:36 AM,25700,1000,31380,27
25/3/2015,11:15:37 AM,25700,900,30370,26
25/3/2015,11:15:37 AM,25700,900,28650,25
25/3/2015,11:15:38 AM,25700,900,30260,25
25/3/2015,11:15:38 AM,25710,1000,30900,26
25/3/2015,11:15:39 AM,25720,1000,32230,26
25/3/2015,11:15:39 AM,25720,1000,33120,27
25/3/2015,11:15:40 AM,25740,1000,33520,27
25/3/2015,11:15:40 AM,25770,1000,33830,28
25/3/2015,11:15:41 AM,25770,1000,34130,28
25/3/2015,11:15:41 AM,25770,1000,34310,28
25/3/2015,11:15:42 AM,25770,1000,34340,28
25/3/2015,11:15:43 AM,25770,1000,34340,28
25/3/2015,11:15:43 AM,25770,1000,34370,28
25/3/2015,11:15:44 AM,25770,1000,34440,27
25/3/2015,11:15:44 AM,25770,1000,35010,27
25/3/2015,11:15:45 AM,25790,1000,36370,27
25/3/2015,11:15:45 AM,25780,1000,36700,26
25/3/2015,11:15:46 AM,25780,1000,36780,26
25/3/2015,11:15:46 AM,25780,900,36730,26
25/3/2015,11:15:47 AM,25780,900,36830,26
25/3/2015,11:15:47 AM,25780,900,37090,26
25/3/2015,11:15:48 AM,25780,900,37750,25
25/3/2015,11:15:48 AM,25770,800,38300,24
25/3/2015,11:15:48 AM,25780,800,38580,22
25/3/2015,11:15:49 AM,25770,800,38190,23
25/3/2015,11:15:49 AM,25780,900,37670,24
25/3/2015,11:15:50 AM,25780,900,37190,25
25/3/2015,11:15:50 AM,25790,900,36980,26
25/3/2015,11:15:51 AM,25800,900,36810,26
25/3/2015,11:15:51 AM,25820,900,36730,26
25/3/2015,11:15:52 AM,25820,900,36730,26
25/3/2015,11:15:52 AM,25830,900,36680,26
25/3/2015,11:15:53 AM,25830,900,36450,26
25/3/2015,11:15:53 AM,25830,1000,35420,26
25/3/2015,11:15:54 AM,25850,1000,34470,27
25/3/2015,11:15:54 AM,25840,1000,34340,27
25/3/2015,11:15:55 AM,25830,1000,34300,27
25/3/2015,11:15:55 AM,25830,1000,34220,27
25/3/2015,11:15:56 AM,25830,1000,34240,27
25/3/2015,11:15:56 AM,25830,1000,34340,27
25/3/2015,11:15:57 AM,25840,1000,34240,27
25/3/2015,11:15:58 AM,25850,1000,34040,27
25/3/2015,11:15:59 AM,25850,1000,33900,27
25/3/2015,11:16:00 AM,25850,1000,33610,27
25/3/2015,11:16:01 AM,25850,1000,33380,27
25/3/2015,11:16:01 AM,25850,1000,33080,27
25/3/2015,11:16:01 AM,25850,1000,32880,27
25/3/2015,11:16:02 AM,25850,900,32850,26
25/3/2015,11:16:02 AM,25850,900,33120,27
25/3/2015,11:16:03 AM,25850,900,33020,27
25/3/2015,11:16:03 AM,25850,900,33250,27
25/3/2015,11:16:04 AM,25850,1000,33130,26
25/3/2015,11:16:04 AM,25850,1000,33250,26
25/3/2015,11:16:05 AM,25850,1000,33280,27
25/3/2015,11:16:05 AM,25850,1000,32820,26
25/3/2015,11:16:06 AM,25850,900,32400,26
25/3/2015,11:16:06 AM,25860,900,32060,26
25/3/2015,11:16:07 AM,25850,900,31690,26
25/3/2015,11:16:07 AM,25850,900,31290,26
25/3/2015,11:16:07 AM,25850,900,30950,26
25/3/2015,11:16:08 AM,25850,900,30750,26
25/3/2015,11:16:08 AM,25850,900,30500,25
25/3/2015,11:16:09 AM,25850,900,30840,25
25/3/2015,11:16:09 AM,25850,900,30370,25
25/3/2015,11:16:10 AM,25850,900,29650,25
25/3/2015,11:16:10 AM,25850,900,29020,24
25/3/2015,11:16:11 AM,25850,800,28740,24
25/3/2015,11:16:11 AM,25850,900,29540,24
25/3/2015,11:16:12 AM,25850,900,30200,25
25/3/2015,11:16:12 AM,25870,900,30900,25
25/3/2015,11:16:13 AM,25890,900,31570,26
25/3/2015,11:16:13 AM,25900,1000,32390,27
25/3/2015,11:16:14 AM,25900,1000,33260,27
25/3/2015,11:16:14 AM,25900,1000,34220,28
25/3/2015,11:16:15 AM,25900,1000,35260,28
25/3/2015,11:16:15 AM,25900,1000,36200,27
25/3/2015,11:16:16 AM,25900,900,37360,26
25/3/2015,11:16:16 AM,25900,900,37410,25
25/3/2015,11:16:17 AM,25900,1000,36200,27
25/3/2015,11:16:17 AM,25900,1000,35170,27
25/3/2015,11:16:18 AM,25900,1000,35270,28
25/3/2015,11:16:18 AM,25910,1000,35240,28
25/3/2015,11:16:19 AM,25910,900,36470,28
25/3/2015,11:16:19 AM,25910,1000,35950,28
25/3/2015,11:16:19 AM,25910,1100,34770,28
25/3/2015,11:16:20 AM,25910,1000,35400,29
25/3/2015,11:16:20 AM,25910,1000,34230,28
25/3/2015,11:16:21 AM,25910,1000,35750,28
25/3/2015,11:16:21 AM,25910,1000,34730,29
25/3/2015,11:16:22 AM,25910,1000,34740,29
25/3/2015,11:16:22 AM,25910,1100,34340,29
25/3/2015,11:16:23 AM,25920,1000,33700,29
25/3/2015,11:16:23 AM,25930,1100,34110,29
25/3/2015,11:16:24 AM,25950,1100,33560,29
25/3/2015,11:16:24 AM,25950,1000,34290,29
25/3/2015,11:16:25 AM,25950,1100,34840,29
25/3/2015,11:16:25 AM,25950,1100,34760,29
25/3/2015,11:16:25 AM,25930,1000,36360,28
25/3/2015,11:16:26 AM,25960,1100,34970,29
25/3/2015,11:16:26 AM,25960,1100,34970,29
25/3/2015,11:16:27 AM,25960,1100,34470,29
25/3/2015,11:16:27 AM,25960,1000,34310,29
25/3/2015,11:16:27 AM,25960,1000,34740,29
25/3/2015,11:16:28 AM,25960,1000,34700,29
25/3/2015,11:16:28 AM,25960,1100,34080,29
25/3/2015,11:16:29 AM,25960,1100,33170,29
25/3/2015,11:16:29 AM,25960,1000,32340,29
25/3/2015,11:16:30 AM,25960,1000,32620,28
25/3/2015,11:16:30 AM,25960,1100,33410,29
25/3/2015,11:16:31 AM,25960,1000,33380,30
25/3/2015,11:16:31 AM,25970,1100,34280,29
25/3/2015,11:16:32 AM,25970,1100,33900,30
25/3/2015,11:16:32 AM,25960,1000,33540,29
25/3/2015,11:16:33 AM,25960,1000,32980,29
25/3/2015,11:16:33 AM,25960,1000,31960,28
25/3/2015,11:16:34 AM,25960,1000,31140,28
25/3/2015,11:16:34 AM,25960,1000,30800,28
25/3/2015,11:16:35 AM,25960,1000,29810,27
25/3/2015,11:16:35 AM,25960,900,28770,26
25/3/2015,11:16:35 AM,25960,1000,30420,27
25/3/2015,11:16:36 AM,25960,1000,32390,28
25/3/2015,11:16:36 AM,25960,1100,34710,29
25/3/2015,11:16:37 AM,25960,1100,34250,29
25/3/2015,11:16:37 AM,25970,1000,31830,29
25/3/2015,11:16:38 AM,25970,1100,32900,28
25/3/2015,11:16:38 AM,25970,1100,33270,30
25/3/2015,11:16:40 AM,25980,1100,33610,30
25/3/2015,11:16:40 AM,25980,1100,32530,30
25/3/2015,11:16:41 AM,25980,1100,34950,30
25/3/2015,11:16:41 AM,25980,1100,33660,30
25/3/2015,11:16:41 AM,25980,1100,34770,30
25/3/2015,11:16:42 AM,25840,0,42260,12
25/3/2015,11:16:42 AM,25810,0,42190,4
25/3/2015,11:16:43 AM,25830,300,41370,6
25/3/2015,11:16:43 AM,25830,400,40840,11
25/3/2015,11:16:43 AM,25840,800,39430,17
25/3/2015,11:16:44 AM,25900,1000,37520,24
25/3/2015,11:16:44 AM,25900,1000,36920,27
25/3/2015,11:16:45 AM,25910,1100,35010,30
25/3/2015,11:16:45 AM,25950,1200,33860,31
25/3/2015,11:16:46 AM,25960,1100,34920,31
25/3/2015,11:16:46 AM,25960,1000,35610,30
25/3/2015,11:16:47 AM,25960,1100,35210,30
25/3/2015,11:16:47 AM,25960,1100,34120,31
25/3/2015,11:16:48 AM,25960,1100,32690,31
25/3/2015,11:16:48 AM,25960,1100,33700,31
25/3/2015,11:16:49 AM,25960,1100,35090,31
25/3/2015,11:16:49 AM,25960,1000,36910,30
25/3/2015,11:16:50 AM,25980,1100,35030,31
25/3/2015,11:16:50 AM,25980,1200,34180,31
25/3/2015,11:16:51 AM,25980,1100,34100,32
25/3/2015,11:16:51 AM,25980,1100,34830,32
25/3/2015,11:16:52 AM,25980,1200,34680,32
25/3/2015,11:16:52 AM,25980,1200,34030,32
25/3/2015,11:16:53 AM,25980,1100,32500,31
25/3/2015,11:16:53 AM,25980,1000,31330,30
25/3/2015,11:16:54 AM,25980,1000,31820,28
25/3/2015,11:16:54 AM,25960,800,31760,25
25/3/2015,11:16:55 AM,25910,700,32620,22
25/3/2015,11:16:55 AM,25910,700,32750,20
25/3/2015,11:16:56 AM,25900,700,33280,20
25/3/2015,11:16:56 AM,25900,700,33380,21
25/3/2015,11:16:57 AM,25900,600,34820,19
25/3/2015,11:16:57 AM,25870,600,35300,18
25/3/2015,11:16:58 AM,25850,600,32640,17
25/3/2015,11:16:58 AM,25850,500,32460,16
25/3/2015,11:16:59 AM,25850,600,32720,16
25/3/2015,11:16:59 AM,25850,500,31470,16
25/3/2015,11:17:00 AM,25850,500,31940,15
25/3/2015,11:17:00 AM,25850,500,32350,15
25/3/2015,11:17:01 AM,25830,500,32220,15
25/3/2015,11:17:01 AM,25830,500,33650,15
25/3/2015,11:17:02 AM,25830,500,35660,15
25/3/2015,11:17:02 AM,25800,500,36150,14
25/3/2015,11:17:03 AM,25800,500,34200,15
25/3/2015,11:17:03 AM,25780,500,32040,15
25/3/2015,11:17:04 AM,25780,500,32190,14
25/3/2015,11:17:04 AM,25780,500,32140,14
25/3/2015,11:17:05 AM,25780,500,31690,14
25/3/2015,11:17:05 AM,25770,500,32350,15
25/3/2015,11:17:06 AM,25780,500,32220,15
25/3/2015,11:17:06 AM,25780,500,33590,15
25/3/2015,11:17:07 AM,25780,500,35540,15
25/3/2015,11:17:07 AM,25780,600,35340,15
25/3/2015,11:17:08 AM,25780,500,32600,16
25/3/2015,11:17:08 AM,25770,600,32320,16
25/3/2015,11:17:09 AM,25780,600,32590,16
25/3/2015,11:17:09 AM,25770,500,31440,16
25/3/2015,11:17:10 AM,25770,500,30160,15
25/3/2015,11:17:10 AM,25770,500,29040,14
25/3/2015,11:17:11 AM,25740,500,28810,13
25/3/2015,11:17:11 AM,25740,500,29900,14
25/3/2015,11:17:11 AM,25740,500,31090,14
25/3/2015,11:17:12 AM,25720,500,29670,14
25/3/2015,11:17:12 AM,25720,500,28380,14
25/3/2015,11:17:13 AM,25740,600,29660,15
25/3/2015,11:17:13 AM,25770,700,31010,17
25/3/2015,11:17:14 AM,25770,800,31630,19
25/3/2015,11:17:15 AM,25770,700,32420,20
25/3/2015,11:17:15 AM,25770,800,32490,21
25/3/2015,11:17:16 AM,25770,800,30940,21
25/3/2015,11:17:16 AM,25780,800,29920,21
25/3/2015,11:17:17 AM,25780,800,28590,21
25/3/2015,11:17:17 AM,25780,800,30200,23
25/3/2015,11:17:18 AM,25820,900,31350,24
25/3/2015,11:17:18 AM,25830,1000,32850,26
25/3/2015,11:17:19 AM,25830,1000,34390,27
25/3/2015,11:17:19 AM,25830,900,34990,27
25/3/2015,11:17:20 AM,25840,1100,34710,28
25/3/2015,11:17:20 AM,25850,1100,33680,29
25/3/2015,11:17:21 AM,25850,1000,33730,29
25/3/2015,11:17:21 AM,25850,1000,34530,28
25/3/2015,11:17:21 AM,25850,1000,34580,27
25/3/2015,11:17:22 AM,25850,1000,36670,28
25/3/2015,11:17:22 AM,25900,1100,34770,30
25/3/2015,11:17:23 AM,25900,1100,33350,30
25/3/2015,11:17:23 AM,25900,1100,34490,30
25/3/2015,11:17:24 AM,25900,1100,33580,30
25/3/2015,11:17:25 AM,25900,1000,33590,29
25/3/2015,11:17:25 AM,25900,1000,32010,29
25/3/2015,11:17:26 AM,25900,1100,31200,30
25/3/2015,11:17:27 AM,25900,1100,30190,31
25/3/2015,11:17:27 AM,25910,1100,31360,31
25/3/2015,11:17:28 AM,25930,1200,32300,32
25/3/2015,11:17:28 AM,25950,1100,33890,32
25/3/2015,11:17:29 AM,25920,1100,34410,31
25/3/2015,11:17:29 AM,25910,1000,33570,29
25/3/2015,11:17:30 AM,25910,1000,34610,28
25/3/2015,11:17:30 AM,25910,1000,35330,28
25/3/2015,11:17:31 AM,25920,1100,34620,29
25/3/2015,11:17:31 AM,25960,1200,33230,31
25/3/2015,11:17:31 AM,25960,1100,31750,31
25/3/2015,11:17:32 AM,25960,1200,31400,32
25/3/2015,11:17:32 AM,25960,1200,31460,32
25/3/2015,11:17:33 AM,25970,1200,32310,33
25/3/2015,11:17:33 AM,25980,1200,33690,34
25/3/2015,11:17:33 AM,25980,1200,35370,34
25/3/2015,11:17:34 AM,26010,1200,33750,34
25/3/2015,11:17:34 AM,26010,1200,32260,34
25/3/2015,11:17:35 AM,26010,1200,31950,33
25/3/2015,11:17:35 AM,26030,1200,33300,34
25/3/2015,11:17:36 AM,26030,1200,33300,34
25/3/2015,11:17:36 AM,26030,1200,31850,34
25/3/2015,11:17:37 AM,26030,1200,32300,33
25/3/2015,11:17:37 AM,26030,1200,33710,34
25/3/2015,11:17:38 AM,26030,1200,35380,34
25/3/2015,11:17:38 AM,26040,1200,35370,34
25/3/2015,11:17:39 AM,26030,1200,36320,33
25/3/2015,11:17:39 AM,26030,1200,34880,34
25/3/2015,11:17:40 AM,26040,1200,34230,34
25/3/2015,11:17:40 AM,26040,1200,34210,33
25/3/2015,11:17:41 AM,26040,1200,34920,33
25/3/2015,11:17:41 AM,26040,1200,33320,33
25/3/2015,11:17:42 AM,26040,1200,31920,32
25/3/2015,11:17:42 AM,26040,1100,31420,32
25/3/2015,11:17:43 AM,26040,1100,30710,31
25/3/2015,11:17:43 AM,26040,1100,31400,31
25/3/2015,11:17:44 AM,26030,1100,32570,30
25/3/2015,11:17:44 AM,26030,1100,34090,30
25/3/2015,11:17:45 AM,26030,1100,33100,30
25/3/2015,11:17:45 AM,26030,1000,33150,29
25/3/2015,11:17:46 AM,25980,900,32970,27
25/3/2015,11:17:46 AM,25980,1000,34390,27
25/3/2015,11:17:47 AM,25990,1000,34880,27
25/3/2015,11:17:47 AM,26030,1100,34870,29
25/3/2015,11:17:48 AM,26030,1100,34440,30
25/3/2015,11:17:48 AM,26030,1100,35230,30
25/3/2015,11:17:48 AM,26030,1100,35190,30
25/3/2015,11:17:49 AM,26030,1200,34020,32
25/3/2015,11:17:49 AM,26030,1100,32380,32
25/3/2015,11:17:50 AM,26030,1200,33060,32
25/3/2015,11:17:50 AM,26040,1200,34760,32
25/3/2015,11:17:51 AM,26040,1100,34770,32
25/3/2015,11:17:51 AM,26030,1100,35540,31
25/3/2015,11:17:52 AM,26040,1100,35300,31
25/3/2015,11:17:52 AM,26040,1100,33730,32
25/3/2015,11:17:53 AM,26040,1100,33460,31
25/3/2015,11:17:53 AM,26040,1100,34900,32
25/3/2015,11:17:54 AM,26040,1100,34940,31
25/3/2015,11:17:54 AM,26040,1100,34010,31
25/3/2015,11:17:55 AM,26040,1100,35210,31
25/3/2015,11:17:55 AM,26040,1100,35350,31
25/3/2015,11:17:56 AM,26040,1100,34420,32
25/3/2015,11:17:56 AM,26040,1100,33520,31
25/3/2015,11:17:57 AM,26040,1100,35120,31
25/3/2015,11:17:57 AM,26040,1100,35670,31
25/3/2015,11:17:58 AM,26040,1200,34680,32
25/3/2015,11:17:58 AM,26040,1100,33150,32
25/3/2015,11:17:59 AM,26040,1100,31690,31
25/3/2015,11:17:59 AM,26040,1100,31160,30
25/3/2015,11:18:00 AM,26040,1100,31130,30
25/3/2015,11:18:00 AM,26040,1100,31960,30
25/3/2015,11:18:02 AM,26040,1100,33560,30
25/3/2015,11:18:02 AM,26040,1100,35110,30
25/3/2015,11:18:03 AM,26040,1100,35480,30
25/3/2015,11:18:03 AM,26040,1100,34630,31
25/3/2015,11:18:04 AM,26040,1100,33080,31
25/3/2015,11:18:06 AM,26040,1100,31560,30
25/3/2015,11:18:06 AM,26040,1100,32990,30
25/3/2015,11:18:06 AM,26040,1100,34770,31
25/3/2015,11:18:07 AM,26040,1100,33300,31
25/3/2015,11:18:07 AM,26040,1100,34370,31
25/3/2015,11:18:08 AM,26040,1100,35140,30
25/3/2015,11:18:08 AM,26030,1100,35030,30
25/3/2015,11:18:09 AM,26040,1100,33680,30
25/3/2015,11:18:09 AM,26040,1100,34860,30
25/3/2015,11:18:10 AM,26040,1100,33880,31
25/3/2015,11:18:10 AM,26040,1100,33810,30
25/3/2015,11:18:11 AM,26040,1100,32290,30
25/3/2015,11:18:11 AM,26040,1100,32400,30
25/3/2015,11:18:12 AM,26040,1000,31280,29
25/3/2015,11:18:12 AM,26040,1000,30500,28
25/3/2015,11:18:12 AM,26030,1000,31230,28
25/3/2015,11:18:13 AM,26040,1100,32540,29
25/3/2015,11:18:13 AM,26040,1100,34160,30
25/3/2015,11:18:14 AM,26040,1100,35000,30
25/3/2015,11:18:14 AM,26030,1100,35140,30
25/3/2015,11:18:15 AM,26030,1100,34000,30
25/3/2015,11:18:15 AM,26040,1100,33990,30
25/3/2015,11:18:16 AM,26040,1100,34540,30
25/3/2015,11:18:16 AM,26040,1100,35060,30
25/3/2015,11:18:17 AM,26030,1100,35100,29
25/3/2015,11:18:17 AM,26030,1100,34370,30
25/3/2015,11:18:17 AM,26030,1100,34110,30
25/3/2015,11:18:18 AM,26040,1100,34620,30
25/3/2015,11:18:18 AM,26040,1100,32880,30
25/3/2015,11:18:19 AM,26040,1100,33780,30
25/3/2015,11:18:19 AM,26040,1100,35100,30
25/3/2015,11:18:19 AM,26030,1100,36250,29
25/3/2015,11:18:20 AM,26040,1100,34960,30
25/3/2015,11:18:20 AM,26040,1100,35100,30
25/3/2015,11:18:21 AM,26030,1100,35140,30
25/3/2015,11:18:21 AM,26040,1100,34280,30
25/3/2015,11:18:21 AM,26040,1100,32650,30
25/3/2015,11:18:22 AM,26040,1100,31390,30
25/3/2015,11:18:22 AM,26030,1100,32060,29
25/3/2015,11:18:23 AM,26030,1100,33710,30
25/3/2015,11:18:23 AM,26030,1100,33060,30
25/3/2015,11:18:24 AM,26040,1100,34420,30
25/3/2015,11:18:24 AM,26040,1100,35050,30
25/3/2015,11:18:25 AM,26030,1100,35150,29
25/3/2015,11:18:25 AM,26030,1100,34270,30
25/3/2015,11:18:26 AM,26030,1100,33120,30
25/3/2015,11:18:26 AM,26040,1100,34610,30
25/3/2015,11:18:27 AM,26040,1100,35630,29
25/3/2015,11:18:27 AM,26030,1100,35000,29
25/3/2015,11:18:27 AM,26030,1100,33850,30
25/3/2015,11:18:28 AM,26040,1100,32250,30
25/3/2015,11:18:28 AM,26040,1000,31150,29
25/3/2015,11:18:29 AM,26030,1000,30230,28
25/3/2015,11:18:29 AM,26030,1000,31470,28
25/3/2015,11:18:30 AM,26030,1100,33240,30
25/3/2015,11:18:30 AM,26030,1100,32760,30
25/3/2015,11:18:31 AM,26030,1100,35610,30
25/3/2015,11:18:31 AM,26030,1100,33890,30
25/3/2015,11:18:32 AM,26030,1100,34040,30
25/3/2015,11:18:32 AM,26030,1100,33530,30
25/3/2015,11:18:33 AM,25850,0,42130,11
25/3/2015,11:18:33 AM,25850,100,41880,4
25/3/2015,11:18:34 AM,25850,400,40840,8
25/3/2015,11:18:35 AM,25900,600,39870,13
25/3/2015,11:18:35 AM,25940,1000,37560,22
25/3/2015,11:18:36 AM,25960,1100,36760,27
25/3/2015,11:18:36 AM,25960,1100,34870,29
25/3/2015,11:18:37 AM,25980,1100,34890,30
25/3/2015,11:18:39 AM,25980,1100,34010,31
25/3/2015,11:18:39 AM,25980,1100,35040,30
25/3/2015,11:18:40 AM,25980,1100,35400,30
25/3/2015,11:18:40 AM,25980,1100,34540,30
25/3/2015,11:18:40 AM,25980,1100,35320,30
25/3/2015,11:18:41 AM,25980,1100,35140,30
25/3/2015,11:18:41 AM,26000,1100,33840,30
25/3/2015,11:18:42 AM,26000,1100,32440,30
25/3/2015,11:18:42 AM,26000,1100,32420,30
25/3/2015,11:18:43 AM,25980,1100,31180,30
25/3/2015,11:18:43 AM,25980,1000,30910,29
25/3/2015,11:18:44 AM,25980,1100,31430,29
25/3/2015,11:18:44 AM,26010,1100,32900,30
25/3/2015,11:18:44 AM,26030,1100,34560,31
25/3/2015,11:18:45 AM,26030,1100,34550,31
25/3/2015,11:18:45 AM,26030,1100,34290,30
25/3/2015,11:18:46 AM,26030,1100,34090,30
25/3/2015,11:18:46 AM,26030,1100,34870,31
25/3/2015,11:18:47 AM,26030,1100,33310,31
25/3/2015,11:18:47 AM,26030,1100,33070,30
25/3/2015,11:18:48 AM,26010,1000,34190,29
25/3/2015,11:18:48 AM,25980,900,33570,27
25/3/2015,11:18:49 AM,25980,900,34180,26
25/3/2015,11:18:49 AM,25980,800,33890,24
25/3/2015,11:18:50 AM,25950,700,33350,22
25/3/2015,11:18:51 AM,25910,600,32750,18
25/3/2015,11:18:51 AM,25910,500,32350,16
25/3/2015,11:18:52 AM,25900,500,31980,14
25/3/2015,11:18:52 AM,25850,500,33040,13
25/3/2015,11:18:53 AM,25850,400,35260,13
25/3/2015,11:18:53 AM,25850,400,37670,11
25/3/2015,11:18:54 AM,25850,400,35030,13
25/3/2015,11:18:54 AM,25850,400,31910,13
25/3/2015,11:18:55 AM,25850,400,31920,13
25/3/2015,11:18:55 AM,25840,400,32140,13
25/3/2015,11:18:55 AM,25830,500,31660,13
25/3/2015,11:18:56 AM,25830,400,30230,13
25/3/2015,11:18:56 AM,25800,400,29230,13
25/3/2015,11:18:57 AM,25790,500,28770,13
25/3/2015,11:18:58 AM,25790,400,31610,13
25/3/2015,11:18:59 AM,25720,0,40420,9
25/3/2015,11:18:59 AM,25720,0,40670,3
25/3/2015,11:18:59 AM,25720,200,39570,5
25/3/2015,11:19:00 AM,25770,400,38380,9
25/3/2015,11:19:00 AM,25770,600,35720,14
25/3/2015,11:19:01 AM,25770,600,34210,17
25/3/2015,11:19:01 AM,25780,600,32460,17
25/3/2015,11:19:02 AM,25770,600,32660,17
25/3/2015,11:19:02 AM,25770,600,31680,17
25/3/2015,11:19:03 AM,25770,600,31870,17
25/3/2015,11:19:03 AM,25780,600,32750,17
25/3/2015,11:19:03 AM,25780,600,32620,18
25/3/2015,11:19:04 AM,25780,700,34810,18
25/3/2015,11:19:04 AM,25780,700,36730,19
25/3/2015,11:19:05 AM,25790,800,35830,21
25/3/2015,11:19:05 AM,25830,900,34140,24
25/3/2015,11:19:06 AM,25830,1100,34250,27
25/3/2015,11:19:06 AM,25850,1100,32760,29
25/3/2015,11:19:07 AM,25850,1100,31500,30
25/3/2015,11:19:07 AM,25870,1100,30960,30
25/3/2015,11:19:07 AM,25850,1000,28640,28
25/3/2015,11:19:08 AM,25900,1100,30640,28
25/3/2015,11:19:08 AM,25900,1200,33590,31
25/3/2015,11:19:09 AM,25750,0,42260,12
25/3/2015,11:19:10 AM,25720,100,41930,4
25/3/2015,11:19:12 AM,25770,400,40970,9
25/3/2015,11:19:12 AM,25770,600,40000,14
25/3/2015,11:19:13 AM,25830,1000,37760,23
25/3/2015,11:19:13 AM,25840,1100,37000,28
25/3/2015,11:19:14 AM,25900,1200,34810,31
25/3/2015,11:19:14 AM,25900,1100,35140,31
25/3/2015,11:19:16 AM,25900,1100,35380,31
25/3/2015,11:19:16 AM,25900,1200,34200,32
25/3/2015,11:19:16 AM,25900,1100,35180,31
25/3/2015,11:19:17 AM,25900,1100,35600,31
25/3/2015,11:19:17 AM,25910,1200,34520,31
25/3/2015,11:19:18 AM,25910,1100,34250,31
25/3/2015,11:19:18 AM,25910,1200,34740,31
25/3/2015,11:19:19 AM,25910,1100,35010,30
25/3/2015,11:19:19 AM,25910,1100,35140,30
25/3/2015,11:19:20 AM,25950,1100,34120,31
25/3/2015,11:19:20 AM,25950,1100,33750,31
25/3/2015,11:19:20 AM,25950,1100,34960,30
25/3/2015,11:19:21 AM,25950,1100,34410,30
25/3/2015,11:19:21 AM,25910,1000,34680,28
25/3/2015,11:19:22 AM,25910,1000,33580,28
25/3/2015,11:19:22 AM,25910,1000,31980,28
25/3/2015,11:19:23 AM,25960,1100,32940,28
25/3/2015,11:19:23 AM,25960,1100,31560,29
25/3/2015,11:19:24 AM,25960,1000,31030,29
25/3/2015,11:19:24 AM,25960,1000,31000,29
25/3/2015,11:19:25 AM,25960,1000,31840,28
25/3/2015,11:19:25 AM,25950,900,33460,27
25/3/2015,11:19:25 AM,25950,1000,32590,27
25/3/2015,11:19:26 AM,25960,1000,32560,27
25/3/2015,11:19:26 AM,25960,1000,32850,28
25/3/2015,11:19:27 AM,25960,1000,33040,29
25/3/2015,11:19:27 AM,25960,1100,34440,29
25/3/2015,11:19:28 AM,25960,1100,35360,30
25/3/2015,11:19:28 AM,25970,1200,35370,32
25/3/2015,11:19:29 AM,25990,1200,33830,33
25/3/2015,11:19:29 AM,26010,1200,32450,34
25/3/2015,11:19:29 AM,26010,1200,31560,33
25/3/2015,11:19:30 AM,26020,1200,31300,32
25/3/2015,11:19:30 AM,26030,1200,31740,33
25/3/2015,11:19:31 AM,26030,1200,33070,34
25/3/2015,11:19:31 AM,26030,1200,33620,34
25/3/2015,11:19:31 AM,26040,1200,32120,34
25/3/2015,11:19:32 AM,26040,1300,33600,34
25/3/2015,11:19:32 AM,26040,1200,35220,34
25/3/2015,11:19:33 AM,26040,1300,35760,34
25/3/2015,11:19:33 AM,26040,1300,34110,35
25/3/2015,11:19:33 AM,26040,1300,35010,35
25/3/2015,11:19:34 AM,26040,1300,35820,34
25/3/2015,11:19:34 AM,26060,1300,34350,35
25/3/2015,11:19:35 AM,26060,1300,32830,35
25/3/2015,11:19:35 AM,26060,1300,32190,34
25/3/2015,11:19:35 AM,26090,1300,33600,35
25/3/2015,11:19:36 AM,26090,1300,34670,35
25/3/2015,11:19:36 AM,26090,1300,33040,35
25/3/2015,11:19:37 AM,26090,1300,34110,35
25/3/2015,11:19:37 AM,26090,1300,35000,35
25/3/2015,11:19:38 AM,26090,1300,35610,35
25/3/2015,11:19:38 AM,26090,1300,35840,34
25/3/2015,11:19:38 AM,26090,1300,34420,35
25/3/2015,11:19:39 AM,26090,1300,34490,36
25/3/2015,11:19:39 AM,26100,1300,34440,35
25/3/2015,11:19:40 AM,26100,1300,35430,35
25/3/2015,11:19:40 AM,26100,1300,33720,35
25/3/2015,11:19:41 AM,26110,1300,32340,35
25/3/2015,11:19:41 AM,26110,1300,31840,35
25/3/2015,11:19:43 AM,26090,1200,29670,34
25/3/2015,11:19:44 AM,26090,1300,32370,34
25/3/2015,11:19:44 AM,26110,1200,35580,35
25/3/2015,11:19:45 AM,26110,1300,33080,35
25/3/2015,11:19:50 AM,26110,1300,33100,35
25/3/2015,11:19:51 AM,26110,1300,33270,35
25/3/2015,11:19:51 AM,26110,1300,34580,35
25/3/2015,11:19:52 AM,25910,0,42400,9
25/3/2015,11:19:52 AM,25910,200,42000,5
25/3/2015,11:19:52 AM,25900,400,41230,10
25/3/2015,11:19:53 AM,25960,800,39890,16
25/3/2015,11:19:54 AM,26000,1100,38090,26
