date,time,batteryVoltage,batteryCurrent,panelVoltage,panelPower
25/3/2015,10:53:06 AM,26010,1300,44200,36
25/3/2015,10:53:06 AM,26010,1300,45350,35
25/3/2015,10:53:07 AM,26020,1300,47730,35
25/3/2015,10:53:07 AM,26010,1300,50610,35
25/3/2015,10:53:07 AM,26030,1300,49150,35
25/3/2015,10:53:08 AM,26020,1300,46520,35
25/3/2015,10:53:08 AM,26000,1300,45510,35
25/3/2015,10:53:09 AM,26010,1300,48080,35
25/3/2015,10:53:09 AM,26000,1200,51570,35
25/3/2015,10:53:10 AM,26030,1300,48310,36
25/3/2015,10:53:10 AM,26030,1300,45590,36
25/3/2015,10:53:11 AM,26010,1300,46140,35
25/3/2015,10:53:12 AM,26010,1300,48790,35
25/3/2015,10:53:12 AM,26010,1300,47030,35
25/3/2015,10:53:13 AM,25980,1200,46130,34
25/3/2015,10:53:13 AM,25980,1100,49080,32
25/3/2015,10:53:13 AM,25980,1200,48660,32
25/3/2015,10:53:14 AM,25980,1200,45400,33
25/3/2015,10:53:14 AM,25980,1100,44500,31
25/3/2015,10:53:15 AM,25980,1100,46080,30
25/3/2015,10:53:15 AM,25930,1000,42260,28
25/3/2015,10:53:16 AM,25910,900,46290,27
25/3/2015,10:53:17 AM,25910,1000,48790,27
25/3/2015,10:53:17 AM,25930,1000,44640,28
25/3/2015,10:53:18 AM,25910,900,40650,28
25/3/2015,10:53:18 AM,25910,1000,45760,28
25/3/2015,10:53:19 AM,25910,1000,49720,27
25/3/2015,10:53:19 AM,25910,1000,44780,27
25/3/2015,10:53:20 AM,25910,900,38180,27
25/3/2015,10:53:20 AM,25910,900,36830,26
25/3/2015,10:53:21 AM,25900,1000,34340,27
25/3/2015,10:53:21 AM,25900,1000,34460,27
25/3/2015,10:53:22 AM,25910,1000,33300,28
25/3/2015,10:53:22 AM,25910,1000,32050,28
25/3/2015,10:53:22 AM,25910,1000,32180,28
25/3/2015,10:53:23 AM,25910,1000,31820,28
25/3/2015,10:53:23 AM,25910,1000,33000,28
25/3/2015,10:53:24 AM,25910,1100,34320,29
25/3/2015,10:53:24 AM,25910,1100,33730,29
25/3/2015,10:53:25 AM,25910,1100,34820,30
25/3/2015,10:53:25 AM,25900,1100,36130,30
25/3/2015,10:53:26 AM,25910,1200,38550,31
25/3/2015,10:53:26 AM,25910,1300,45040,33
25/3/2015,10:53:27 AM,25950,1300,49080,34
25/3/2015,10:53:27 AM,25960,1300,50480,34
25/3/2015,10:53:28 AM,25960,1300,46550,35
25/3/2015,10:53:28 AM,25960,1300,46520,35
25/3/2015,10:53:29 AM,25960,1200,50960,34
25/3/2015,10:53:29 AM,25960,1300,47100,36
25/3/2015,10:53:30 AM,25960,1200,44890,35
25/3/2015,10:53:30 AM,25960,1300,49800,35
25/3/2015,10:53:31 AM,25960,1300,49620,35
25/3/2015,10:53:31 AM,25960,1300,47600,35
25/3/2015,10:53:32 AM,25960,1300,46690,35
25/3/2015,10:53:32 AM,25960,1300,48500,35
25/3/2015,10:53:33 AM,25960,1200,41200,34
25/3/2015,10:53:33 AM,25960,1300,48070,34
25/3/2015,10:53:34 AM,25960,1200,51860,33
25/3/2015,10:53:34 AM,25960,1300,46480,35
25/3/2015,10:53:35 AM,25960,1300,49330,34
25/3/2015,10:53:35 AM,25960,1200,43820,34
25/3/2015,10:53:36 AM,25960,1200,49080,34
25/3/2015,10:53:36 AM,25960,1300,47570,35
25/3/2015,10:53:37 AM,25960,1300,50750,34
25/3/2015,10:53:37 AM,25970,1200,45330,34
25/3/2015,10:53:37 AM,25960,1200,50740,32
25/3/2015,10:53:38 AM,25960,1200,45660,34
25/3/2015,10:53:38 AM,25960,1200,43790,32
25/3/2015,10:53:39 AM,25960,1100,48720,33
25/3/2015,10:53:39 AM,25960,1200,48510,33
25/3/2015,10:53:40 AM,25960,1300,48600,33
25/3/2015,10:53:40 AM,25970,1200,43100,34
25/3/2015,10:53:41 AM,25960,1200,47770,33
25/3/2015,10:53:41 AM,25960,1300,50100,33
25/3/2015,10:53:42 AM,25970,1200,45000,34
25/3/2015,10:53:42 AM,25960,1200,46980,33
25/3/2015,10:53:43 AM,25960,1200,51230,33
25/3/2015,10:53:43 AM,25960,1200,46540,34
25/3/2015,10:53:44 AM,25960,1300,48370,34
25/3/2015,10:53:44 AM,25980,1200,42230,33
25/3/2015,10:53:45 AM,25960,1200,48180,33
25/3/2015,10:53:45 AM,25970,1300,49330,33
25/3/2015,10:53:46 AM,25980,1300,44690,34
25/3/2015,10:53:46 AM,25960,1200,47150,33
25/3/2015,10:53:47 AM,25960,1200,49780,33
25/3/2015,10:53:47 AM,25970,1200,44840,34
25/3/2015,10:53:48 AM,25960,1200,46250,33
25/3/2015,10:53:49 AM,25960,1300,51320,33
25/3/2015,10:53:49 AM,25960,1200,45850,34
25/3/2015,10:53:49 AM,25960,1200,45190,33
25/3/2015,10:53:50 AM,25960,1200,50710,33
25/3/2015,10:53:50 AM,25960,1200,46270,34
25/3/2015,10:53:51 AM,25960,1200,46560,34
25/3/2015,10:53:51 AM,25960,1200,49200,34
25/3/2015,10:53:52 AM,25970,1200,43730,34
25/3/2015,10:53:52 AM,25970,1200,48280,33
25/3/2015,10:53:53 AM,25960,1300,50730,33
25/3/2015,10:53:53 AM,25960,1300,45190,34
25/3/2015,10:53:54 AM,25960,1200,47510,33
25/3/2015,10:53:54 AM,25960,1200,48060,34
25/3/2015,10:53:55 AM,25960,1200,41590,34
25/3/2015,10:53:55 AM,25960,1200,46500,33
25/3/2015,10:53:56 AM,25970,1200,48940,34
25/3/2015,10:53:56 AM,25980,1200,42920,34
25/3/2015,10:53:57 AM,25960,1200,45880,33
25/3/2015,10:53:57 AM,25960,1100,50870,33
25/3/2015,10:53:58 AM,25960,1300,47290,34
25/3/2015,10:53:58 AM,25960,1200,44240,33
25/3/2015,10:53:59 AM,25970,1200,49630,33
25/3/2015,10:53:59 AM,25970,1200,49160,33
25/3/2015,10:54:00 AM,25970,1300,47870,34
25/3/2015,10:54:00 AM,25980,1100,41520,33
25/3/2015,10:54:01 AM,25960,1200,48000,33
25/3/2015,10:54:01 AM,25980,1200,46060,34
25/3/2015,10:54:02 AM,25970,1200,47490,33
25/3/2015,10:54:02 AM,25960,1300,49650,34
25/3/2015,10:54:03 AM,25960,1200,44270,34
25/3/2015,10:54:03 AM,25960,1200,49460,33
25/3/2015,10:54:04 AM,25970,1200,47120,34
25/3/2015,10:54:04 AM,25970,1100,41900,33
25/3/2015,10:54:05 AM,25960,1200,47850,33
25/3/2015,10:54:05 AM,25970,1200,48030,34
25/3/2015,10:54:06 AM,25980,1100,41150,33
25/3/2015,10:54:06 AM,25960,1200,47470,33
25/3/2015,10:54:07 AM,25960,1300,48580,34
25/3/2015,10:54:07 AM,25960,1300,42950,34
25/3/2015,10:54:08 AM,25960,1200,46160,33
25/3/2015,10:54:08 AM,25960,1200,48700,33
25/3/2015,10:54:09 AM,25980,1200,43740,34
25/3/2015,10:54:09 AM,25960,1200,47220,33
25/3/2015,10:54:10 AM,25960,1300,47150,34
25/3/2015,10:54:10 AM,25960,1200,50090,33
25/3/2015,10:54:11 AM,25960,1200,47510,34
25/3/2015,10:54:11 AM,25960,1200,42830,33
25/3/2015,10:54:12 AM,25960,1100,48390,33
25/3/2015,10:54:12 AM,25960,1200,48410,33
25/3/2015,10:54:13 AM,25970,1200,41860,33
25/3/2015,10:54:13 AM,25960,1200,47790,33
25/3/2015,10:54:14 AM,25960,1200,49120,33
25/3/2015,10:54:14 AM,25960,1300,49630,33
25/3/2015,10:54:14 AM,25980,1200,44290,34
25/3/2015,10:54:15 AM,25960,1200,46370,33
25/3/2015,10:54:15 AM,25960,1300,50170,33
25/3/2015,10:54:16 AM,25980,1200,44660,34
25/3/2015,10:54:17 AM,25970,1200,45170,32
25/3/2015,10:54:17 AM,25960,1200,45300,33
25/3/2015,10:54:18 AM,25960,1200,50320,33
25/3/2015,10:54:18 AM,25960,1200,48260,33
25/3/2015,10:54:19 AM,25960,1200,52360,32
25/3/2015,10:54:19 AM,25970,1200,46270,33
25/3/2015,10:54:19 AM,25960,1200,46120,33
25/3/2015,10:54:20 AM,25960,1100,51830,32
25/3/2015,10:54:20 AM,25980,1200,46930,33
25/3/2015,10:54:21 AM,25960,1200,44750,33
25/3/2015,10:54:21 AM,25970,1200,50130,33
25/3/2015,10:54:22 AM,25970,1200,44980,33
25/3/2015,10:54:22 AM,25960,1200,46770,33
25/3/2015,10:54:23 AM,25960,1200,47820,33
25/3/2015,10:54:23 AM,25960,1300,51780,32
25/3/2015,10:54:24 AM,25970,1200,45960,33
25/3/2015,10:54:24 AM,25960,1200,45360,32
25/3/2015,10:54:25 AM,25960,1100,50790,32
25/3/2015,10:54:26 AM,25960,1200,46910,33
25/3/2015,10:54:26 AM,25960,1100,44060,32
25/3/2015,10:54:27 AM,25960,1200,49560,32
25/3/2015,10:54:27 AM,25960,1200,47080,33
25/3/2015,10:54:28 AM,25960,1100,41990,32
25/3/2015,10:54:29 AM,25960,1100,47880,32
25/3/2015,10:54:29 AM,25960,1200,45480,33
25/3/2015,10:54:29 AM,25960,1200,45080,32
25/3/2015,10:54:30 AM,25960,1100,50690,32
25/3/2015,10:54:31 AM,25960,1100,50090,32
25/3/2015,10:54:31 AM,25960,1300,49100,32
25/3/2015,10:54:31 AM,25960,1200,43590,33
25/3/2015,10:54:32 AM,25960,1200,48860,32
25/3/2015,10:54:32 AM,25960,1200,47220,33
25/3/2015,10:54:33 AM,25950,1000,41210,32
25/3/2015,10:54:33 AM,25960,1100,47640,32
25/3/2015,10:54:34 AM,25960,1200,47700,33
25/3/2015,10:54:34 AM,25960,1200,44550,32
25/3/2015,10:54:35 AM,25960,1100,49760,32
25/3/2015,10:54:36 AM,25960,1200,48800,33
25/3/2015,10:54:36 AM,25960,1200,43140,33
25/3/2015,10:54:37 AM,25960,1200,46010,32
25/3/2015,10:54:38 AM,25960,1200,48970,32
25/3/2015,10:54:38 AM,25950,1100,51340,32
25/3/2015,10:54:38 AM,25960,1200,47310,33
25/3/2015,10:54:39 AM,25960,1200,44600,32
25/3/2015,10:54:39 AM,25960,1200,50280,32
25/3/2015,10:54:40 AM,25960,1200,47680,33
25/3/2015,10:54:41 AM,25960,1100,43490,32
25/3/2015,10:54:41 AM,25960,1100,48730,32
25/3/2015,10:54:42 AM,25960,1200,48560,32
25/3/2015,10:54:42 AM,25960,1200,43050,33
25/3/2015,10:54:43 AM,25960,1200,47590,32
25/3/2015,10:54:43 AM,25960,1300,49920,32
25/3/2015,10:54:44 AM,25960,1200,44370,33
25/3/2015,10:54:44 AM,25960,1200,46890,32
25/3/2015,10:54:45 AM,25960,1200,47400,32
25/3/2015,10:54:45 AM,25960,1100,42980,32
25/3/2015,10:54:45 AM,25960,1100,48300,32
25/3/2015,10:54:46 AM,25960,1200,45730,33
25/3/2015,10:54:46 AM,25960,1200,45170,32
25/3/2015,10:54:47 AM,25960,1200,48580,32
25/3/2015,10:54:47 AM,25960,1100,42890,32
25/3/2015,10:54:48 AM,25960,1100,46580,32
25/3/2015,10:54:48 AM,25960,1200,49490,32
25/3/2015,10:54:48 AM,25960,1200,44270,32
25/3/2015,10:54:49 AM,25960,1200,45790,32
25/3/2015,10:54:49 AM,25960,1200,50260,32
25/3/2015,10:54:50 AM,25960,1200,45290,32
25/3/2015,10:54:50 AM,25960,1200,47570,32
25/3/2015,10:54:50 AM,25960,1200,45610,32
25/3/2015,10:54:51 AM,25960,1200,46970,32
25/3/2015,10:54:51 AM,25960,1200,49180,32
25/3/2015,10:54:52 AM,25960,1100,43700,32
25/3/2015,10:54:52 AM,25960,1200,49300,32
25/3/2015,10:54:53 AM,25960,1200,46800,32
25/3/2015,10:54:53 AM,25930,1100,41630,31
25/3/2015,10:54:53 AM,25950,1100,47640,31
25/3/2015,10:54:54 AM,25960,1200,47750,32
25/3/2015,10:54:54 AM,25960,1100,40950,32
25/3/2015,10:54:55 AM,25960,1100,46980,31
25/3/2015,10:54:55 AM,25960,1200,48090,32
25/3/2015,10:54:56 AM,25960,1200,42570,32
25/3/2015,10:54:56 AM,25960,1200,45620,31
25/3/2015,10:54:57 AM,25960,1200,48570,32
25/3/2015,10:54:57 AM,25960,1100,43300,32
25/3/2015,10:54:58 AM,25960,1100,46830,31
25/3/2015,10:54:58 AM,25960,1200,49700,31
25/3/2015,10:54:59 AM,25960,1100,44360,32
25/3/2015,10:54:59 AM,25960,1100,46480,31
25/3/2015,10:55:00 AM,25960,1200,50970,31
25/3/2015,10:55:00 AM,25960,1200,45580,32
25/3/2015,10:55:01 AM,25950,1200,45380,31
25/3/2015,10:55:01 AM,25910,1100,51500,30
25/3/2015,10:55:02 AM,25960,1200,45810,32
25/3/2015,10:55:02 AM,25950,1100,47170,31
25/3/2015,10:55:03 AM,25960,1200,46600,32
25/3/2015,10:55:03 AM,25940,1100,43350,31
25/3/2015,10:55:04 AM,25950,1100,49000,31
25/3/2015,10:55:04 AM,25960,1200,47210,32
25/3/2015,10:55:05 AM,25940,1100,45660,31
25/3/2015,10:55:05 AM,25940,1200,51040,31
25/3/2015,10:55:06 AM,25960,1200,45300,32
25/3/2015,10:55:06 AM,25950,1100,44690,31
25/3/2015,10:55:07 AM,25920,1100,50170,31
25/3/2015,10:55:07 AM,25960,1200,49110,31
25/3/2015,10:55:08 AM,25950,1200,43290,32
25/3/2015,10:55:08 AM,25950,1200,46110,31
25/3/2015,10:55:09 AM,25960,1200,48910,32
25/3/2015,10:55:09 AM,25960,1200,43980,32
25/3/2015,10:55:10 AM,25940,1100,47130,31
25/3/2015,10:55:10 AM,25960,1200,47290,32
25/3/2015,10:55:11 AM,25930,1100,40040,32
25/3/2015,10:55:11 AM,25950,1100,46540,31
25/3/2015,10:55:12 AM,25930,1200,50930,31
25/3/2015,10:55:12 AM,25960,1200,45590,32
25/3/2015,10:55:13 AM,25950,1200,45460,31
25/3/2015,10:55:13 AM,25920,1100,51360,31
25/3/2015,10:55:14 AM,25960,1200,46260,32
25/3/2015,10:55:14 AM,25930,1100,43910,31
25/3/2015,10:55:15 AM,25950,1000,49890,31
25/3/2015,10:55:15 AM,25960,1200,46860,32
25/3/2015,10:55:16 AM,25940,1100,43250,31
25/3/2015,10:55:16 AM,25940,1100,48830,31
25/3/2015,10:55:17 AM,25960,1200,47990,32
25/3/2015,10:55:17 AM,25930,1100,41610,32
25/3/2015,10:55:18 AM,25930,1200,44970,31
25/3/2015,10:55:18 AM,25910,1100,50760,31
25/3/2015,10:55:19 AM,25960,1200,45840,32
25/3/2015,10:55:19 AM,25940,1100,46290,31
25/3/2015,10:55:20 AM,25960,1200,49090,32
25/3/2015,10:55:20 AM,25960,1100,43840,32
25/3/2015,10:55:21 AM,25950,1100,45540,31
25/3/2015,10:55:21 AM,25950,1200,50130,31
25/3/2015,10:55:22 AM,25950,1200,45030,32
25/3/2015,10:55:22 AM,25950,1200,47280,32
25/3/2015,10:55:23 AM,25960,1200,47830,32
25/3/2015,10:55:23 AM,25950,1200,46660,32
25/3/2015,10:55:24 AM,25960,1200,48960,32
25/3/2015,10:55:24 AM,25950,1100,43280,32
25/3/2015,10:55:25 AM,25950,1100,48880,31
25/3/2015,10:55:25 AM,25960,1200,46410,32
25/3/2015,10:55:26 AM,25910,1100,40970,31
25/3/2015,10:55:26 AM,25940,1100,47210,31
25/3/2015,10:55:27 AM,25950,1200,47290,32
25/3/2015,10:55:27 AM,25930,1100,43950,31
25/3/2015,10:55:27 AM,25920,1100,50110,31
25/3/2015,10:55:28 AM,25960,1200,45370,32
25/3/2015,10:55:28 AM,25930,1000,48580,31
25/3/2015,10:55:29 AM,25950,1100,45980,32
25/3/2015,10:55:29 AM,25910,1100,41350,30
25/3/2015,10:55:30 AM,25930,1100,47560,31
25/3/2015,10:55:30 AM,25950,1200,49960,31
25/3/2015,10:55:31 AM,25950,1200,44240,32
25/3/2015,10:55:31 AM,25920,1100,43920,30
25/3/2015,10:55:32 AM,25930,1100,49290,31
25/3/2015,10:55:32 AM,25950,1100,44730,32
25/3/2015,10:55:33 AM,25930,1100,45220,31
25/3/2015,10:55:33 AM,25910,1100,51220,30
25/3/2015,10:55:34 AM,25950,1200,45300,32
25/3/2015,10:55:34 AM,25920,1100,44720,31
25/3/2015,10:55:35 AM,25910,1000,50410,30
25/3/2015,10:55:35 AM,25950,1200,46380,32
25/3/2015,10:55:36 AM,25920,1100,43230,31
25/3/2015,10:55:36 AM,25930,1100,49060,31
25/3/2015,10:55:37 AM,25950,1200,47290,31
25/3/2015,10:55:37 AM,25910,1000,41850,31
25/3/2015,10:55:38 AM,25930,1100,47490,31
25/3/2015,10:55:39 AM,25930,1100,47570,31
25/3/2015,10:55:40 AM,25910,1100,44300,31
25/3/2015,10:55:40 AM,25910,1100,49870,31
25/3/2015,10:55:41 AM,25940,1200,48930,31
25/3/2015,10:55:41 AM,25930,1200,42900,32
25/3/2015,10:55:41 AM,25930,1100,45880,31
25/3/2015,10:55:42 AM,25950,1200,48880,31
25/3/2015,10:55:42 AM,25930,1100,43950,32
25/3/2015,10:55:43 AM,25910,1100,44520,30
25/3/2015,10:55:43 AM,25910,1100,50080,30
25/3/2015,10:55:44 AM,25950,1100,47310,31
25/3/2015,10:55:44 AM,25930,1100,39570,31
25/3/2015,10:55:45 AM,25910,1100,45960,30
25/3/2015,10:55:45 AM,25930,1200,51420,30
25/3/2015,10:55:45 AM,25930,1100,45350,32
25/3/2015,10:55:46 AM,25920,1100,44760,31
25/3/2015,10:55:46 AM,25910,1000,50410,30
25/3/2015,10:55:47 AM,25940,1200,46380,32
25/3/2015,10:55:47 AM,25910,1100,43460,31
25/3/2015,10:55:48 AM,25910,1100,49190,31
25/3/2015,10:55:48 AM,25940,1100,46570,32
25/3/2015,10:55:49 AM,25910,1100,41630,31
25/3/2015,10:55:49 AM,25920,1100,47470,31
25/3/2015,10:55:50 AM,25910,1100,51120,30
25/3/2015,10:55:50 AM,25910,1100,50800,30
25/3/2015,10:55:51 AM,25950,1200,47860,31
25/3/2015,10:55:51 AM,25920,1100,42010,31
25/3/2015,10:55:52 AM,25910,1100,46030,30
25/3/2015,10:55:52 AM,25930,1100,46100,31
25/3/2015,10:55:53 AM,25910,1100,41940,30
25/3/2015,10:55:53 AM,25910,1100,48080,31
25/3/2015,10:55:54 AM,25930,1200,46860,31
25/3/2015,10:55:54 AM,25910,1000,39920,30
25/3/2015,10:55:55 AM,25910,1100,47110,30
25/3/2015,10:55:55 AM,25930,1100,47560,31
25/3/2015,10:55:56 AM,25910,1100,41570,31
25/3/2015,10:55:56 AM,25910,1100,45780,30
25/3/2015,10:55:57 AM,25910,1000,51940,30
25/3/2015,10:55:57 AM,25910,1100,45830,31
25/3/2015,10:55:58 AM,25910,1100,45280,30
25/3/2015,10:55:58 AM,25910,1000,51020,30
25/3/2015,10:55:59 AM,25930,1200,46920,31
25/3/2015,10:55:59 AM,25910,1000,39150,31
25/3/2015,10:56:00 AM,25910,1100,46510,30
25/3/2015,10:56:00 AM,25930,1200,47220,31
25/3/2015,10:56:01 AM,25910,1100,42750,31
25/3/2015,10:56:01 AM,25910,1000,48190,30
25/3/2015,10:56:03 AM,25930,1100,48350,31
25/3/2015,10:56:03 AM,25910,1100,42200,31
25/3/2015,10:56:03 AM,25910,1100,44330,30
25/3/2015,10:56:04 AM,25940,1200,49320,31
25/3/2015,10:56:04 AM,25910,1200,43420,31
25/3/2015,10:56:05 AM,25910,1100,46030,30
25/3/2015,10:56:05 AM,25920,1200,49410,31
25/3/2015,10:56:06 AM,25920,1100,44300,31
25/3/2015,10:56:06 AM,25910,1000,40120,29
25/3/2015,10:56:06 AM,25910,1100,47120,30
25/3/2015,10:56:07 AM,25930,1100,47580,31
25/3/2015,10:56:07 AM,25910,1100,40520,31
25/3/2015,10:56:08 AM,25910,1100,46320,30
25/3/2015,10:56:08 AM,25930,1200,48530,31
25/3/2015,10:56:09 AM,25910,1100,42740,31
25/3/2015,10:56:10 AM,25920,1100,48310,31
25/3/2015,10:56:10 AM,25930,1100,46600,31
25/3/2015,10:56:10 AM,25910,1100,47810,31
25/3/2015,10:56:11 AM,25930,1200,47100,31
25/3/2015,10:56:11 AM,25910,1100,44240,31
25/3/2015,10:56:12 AM,25910,1100,50000,31
25/3/2015,10:56:12 AM,25940,1200,47840,31
25/3/2015,10:56:13 AM,25910,1000,42420,31
25/3/2015,10:56:13 AM,25910,1100,48130,31
25/3/2015,10:56:13 AM,25930,1100,42460,31
25/3/2015,10:56:14 AM,25910,1100,45120,30
25/3/2015,10:56:14 AM,25910,1000,50470,30
25/3/2015,10:56:15 AM,25940,1200,46500,31
25/3/2015,10:56:15 AM,25910,1100,43300,30
25/3/2015,10:56:17 AM,25910,1100,48900,30
25/3/2015,10:56:17 AM,25930,1200,49430,30
25/3/2015,10:56:17 AM,25910,1100,45580,31
25/3/2015,10:56:18 AM,25930,1200,50720,31
25/3/2015,10:56:18 AM,25920,1100,44880,31
25/3/2015,10:56:19 AM,25910,1100,46690,30
25/3/2015,10:56:19 AM,25910,1000,44520,29
25/3/2015,10:56:19 AM,25900,1000,44560,27
25/3/2015,10:56:20 AM,25900,900,47280,25
25/3/2015,10:56:20 AM,25880,800,38960,24
25/3/2015,10:56:21 AM,25850,800,46760,23
25/3/2015,10:56:21 AM,25870,900,48130,23
25/3/2015,10:56:22 AM,25870,900,42130,25
25/3/2015,10:56:22 AM,25860,900,42080,24
25/3/2015,10:56:23 AM,25890,1000,48920,26
25/3/2015,10:56:23 AM,25900,1100,49420,28
25/3/2015,10:56:24 AM,25900,1100,44490,30
25/3/2015,10:56:24 AM,25900,1100,45210,30
25/3/2015,10:56:25 AM,25900,1100,51050,30
25/3/2015,10:56:25 AM,25900,1100,45480,32
25/3/2015,10:56:26 AM,25910,1100,44170,31
25/3/2015,10:56:26 AM,25910,1000,50350,31
25/3/2015,10:56:27 AM,25910,1200,46360,32
25/3/2015,10:56:27 AM,25910,1100,43000,31
25/3/2015,10:56:28 AM,25910,1100,48450,31
25/3/2015,10:56:28 AM,25910,1100,46640,31
25/3/2015,10:56:29 AM,25910,1000,47170,30
25/3/2015,10:56:29 AM,25910,1000,46930,30
25/3/2015,10:56:30 AM,25910,1100,46760,29
25/3/2015,10:56:30 AM,25910,1000,39590,29
25/3/2015,10:56:31 AM,25910,1100,45990,29
25/3/2015,10:56:31 AM,25910,1200,48430,31
25/3/2015,10:56:32 AM,25910,1100,42580,32
25/3/2015,10:56:32 AM,25910,1200,45390,31
25/3/2015,10:56:33 AM,25910,1000,51400,30
25/3/2015,10:56:33 AM,25910,1200,46140,32
25/3/2015,10:56:34 AM,25910,1100,46730,31
25/3/2015,10:56:34 AM,25910,1100,49580,31
25/3/2015,10:56:35 AM,25910,1100,46140,31
25/3/2015,10:56:35 AM,25910,1100,50100,30
25/3/2015,10:56:36 AM,25910,1100,44490,30
25/3/2015,10:56:36 AM,25910,900,47290,28
25/3/2015,10:56:37 AM,25900,1000,47280,28
25/3/2015,10:56:37 AM,25900,900,43050,27
25/3/2015,10:56:38 AM,25900,900,44100,26
25/3/2015,10:56:38 AM,25860,900,47450,24
25/3/2015,10:56:39 AM,25850,800,38850,22
25/3/2015,10:56:39 AM,25850,700,46480,21
25/3/2015,10:56:40 AM,25850,700,43720,20
25/3/2015,10:56:40 AM,25830,600,40490,19
25/3/2015,10:56:40 AM,25830,700,47200,19
25/3/2015,10:56:41 AM,25830,700,47960,19
25/3/2015,10:56:41 AM,25830,800,42790,22
25/3/2015,10:56:42 AM,25830,800,36490,22
25/3/2015,10:56:42 AM,25830,800,45130,23
25/3/2015,10:56:43 AM,25830,900,50320,24
25/3/2015,10:56:43 AM,25830,900,44480,25
25/3/2015,10:56:44 AM,25830,900,43660,24
25/3/2015,10:56:44 AM,25830,700,49150,23
25/3/2015,10:56:45 AM,25830,900,45650,24
25/3/2015,10:56:45 AM,25830,800,40700,23
25/3/2015,10:56:46 AM,25830,800,47870,22
25/3/2015,10:56:46 AM,25830,800,41800,23
25/3/2015,10:56:47 AM,25800,800,44000,22
25/3/2015,10:56:47 AM,25820,900,43160,22
25/3/2015,10:56:48 AM,25800,800,46350,22
25/3/2015,10:56:48 AM,25820,800,44010,23
25/3/2015,10:56:49 AM,25800,800,36150,23
25/3/2015,10:56:49 AM,25820,800,34550,23
25/3/2015,10:56:50 AM,25820,900,36180,23
25/3/2015,10:56:50 AM,25830,1000,42550,25
25/3/2015,10:56:51 AM,25830,1000,48780,26
25/3/2015,10:56:52 AM,25830,1000,46780,27
25/3/2015,10:56:52 AM,25830,900,40730,27
25/3/2015,10:56:52 AM,25830,900,47480,28
25/3/2015,10:56:53 AM,25830,1000,51300,27
25/3/2015,10:56:53 AM,25850,1100,45530,30
25/3/2015,10:56:54 AM,25850,1000,39300,30
25/3/2015,10:56:54 AM,25850,1100,46440,30
25/3/2015,10:56:55 AM,25870,1200,49400,31
25/3/2015,10:56:55 AM,25880,1100,43890,31
25/3/2015,10:56:56 AM,25880,1200,46250,31
25/3/2015,10:56:56 AM,25900,1200,50500,31
25/3/2015,10:56:57 AM,25900,1200,45330,32
25/3/2015,10:56:57 AM,25900,1200,45060,31
25/3/2015,10:56:58 AM,25890,1100,50680,31
25/3/2015,10:56:58 AM,25900,1100,45520,31
25/3/2015,10:56:59 AM,25880,1000,49700,30
25/3/2015,10:56:59 AM,25900,1100,45750,30
25/3/2015,10:57:00 AM,25900,1100,42260,29
25/3/2015,10:57:00 AM,25900,1100,48210,30
25/3/2015,10:57:01 AM,25900,1200,49430,31
25/3/2015,10:57:01 AM,25900,1200,44650,32
25/3/2015,10:57:02 AM,25900,1100,44520,31
25/3/2015,10:57:02 AM,25910,1100,50170,31
25/3/2015,10:57:03 AM,25910,1200,44760,32
25/3/2015,10:57:03 AM,25910,1100,42690,31
25/3/2015,10:57:04 AM,25910,1100,48110,31
25/3/2015,10:57:04 AM,25910,1200,48140,32
25/3/2015,10:57:05 AM,25910,1100,42080,32
25/3/2015,10:57:05 AM,25910,1100,47660,31
25/3/2015,10:57:06 AM,25910,1200,48890,32
25/3/2015,10:57:06 AM,25910,1200,43560,32
25/3/2015,10:57:07 AM,25910,1100,46170,31
25/3/2015,10:57:07 AM,25910,1100,46730,31
25/3/2015,10:57:08 AM,25910,1100,42070,31
25/3/2015,10:57:08 AM,25910,1000,47620,31
25/3/2015,10:57:09 AM,25910,1100,47490,31
25/3/2015,10:57:09 AM,25910,1000,40370,30
25/3/2015,10:57:10 AM,25910,1100,46670,29
25/3/2015,10:57:10 AM,25910,1100,47880,29
25/3/2015,10:57:11 AM,25910,1000,42430,29
25/3/2015,10:57:11 AM,25910,1000,48160,28
25/3/2015,10:57:12 AM,25900,900,44690,27
25/3/2015,10:57:12 AM,25880,800,44500,25
25/3/2015,10:57:13 AM,25850,800,42300,23
25/3/2015,10:57:13 AM,25850,900,48300,22
25/3/2015,10:57:14 AM,25850,800,41410,23
25/3/2015,10:57:14 AM,25840,800,44470,21
25/3/2015,10:57:15 AM,25840,800,41430,21
25/3/2015,10:57:15 AM,25820,600,44740,18
25/3/2015,10:57:16 AM,25790,600,43700,17
25/3/2015,10:57:16 AM,25780,500,35730,16
25/3/2015,10:57:16 AM,25780,500,34360,15
25/3/2015,10:57:17 AM,25780,500,36740,15
25/3/2015,10:57:17 AM,25770,500,43000,15
25/3/2015,10:57:18 AM,25770,500,42790,15
25/3/2015,10:57:18 AM,25750,500,36210,15
25/3/2015,10:57:19 AM,25720,500,33800,14
25/3/2015,10:57:19 AM,25720,500,35790,14
25/3/2015,10:57:20 AM,25720,500,42310,14
25/3/2015,10:57:20 AM,25720,500,43510,14
25/3/2015,10:57:21 AM,25720,500,38610,15
